survey_id;vol_id;numero_vol;date_vol;route;courrier;classe;note_globale;note_confort;note_repas;note_divertissement;note_equipage;note_ponctualite;note_enregistrement;nps_categorie;recommandation;type_voyageur;programme_fidelite;nationalite
SAT-002596;VOL-042382;AF7600;2024-12-19;CDG → MRS;Court-courrier;Économique;7.8;6.6;8.0;6.8;8.6;8.9;7.0;Passif;Non;Affaires;Silver;Autre
SAT-002597;VOL-017863;AF1176;2023-10-28;CDG → BCN;Court-courrier;Économique;8.0;6.7;9.7;9.3;10.0;8.7;7.6;Passif;Oui;Solo;Gold;Française
SAT-002598;VOL-026376;AF7618;2024-03-20;CDG → NCE;Court-courrier;Économique;7.8;9.3;6.0;6.9;8.5;10.0;5.1;Passif;Oui;Loisirs;Non inscrit;Française
SAT-002599;VOL-050356;AF0304;2025-05-04;CDG → BKK;Long-courrier;Économique;7.7;8.0;4.3;7.0;9.2;8.9;7.8;Passif;Non;Affaires;Non inscrit;Française
SAT-002600;VOL-034256;AF1166;2024-08-03;CDG → FCO;Court-courrier;Économique;7.0;8.4;7.9;7.7;8.3;1.3;9.7;Passif;Oui;Famille;Gold;Japonaise
SAT-002601;VOL-010012;AF0251;2023-06-18;CDG → GIG;Long-courrier;Économique;7.7;7.8;5.1;8.2;8.8;8.4;6.6;Passif;Oui;Solo;Non inscrit;Française
SAT-002602;VOL-035759;AF1200;2024-08-28;CDG → ARN;Court-courrier;Économique;8.1;7.2;5.2;8.0;9.7;9.8;8.0;Passif;Oui;Solo;Explorer;Américaine
SAT-002603;VOL-012691;AF1334;2023-08-03;CDG → TLV;Moyen-courrier;Économique;7.7;10.0;7.7;4.9;6.8;7.9;8.7;Passif;Peut-être;Loisirs;Platinum;Autre
SAT-002604;VOL-039995;AF0258;2024-11-08;CDG → EZE;Long-courrier;Business;8.3;10.0;6.2;8.3;6.7;9.5;6.9;Passif;Oui;Affaires;Gold;Américaine
SAT-002605;VOL-020314;AF7128;2023-12-08;ORY → MRS;Court-courrier;Premium Éco;6.3;8.5;5.1;7.3;8.4;2.5;8.3;Détracteur;Peut-être;Affaires;Non inscrit;Américaine
SAT-002606;VOL-044657;AF1209;2025-01-26;CDG → IST;Moyen-courrier;Économique;8.0;6.6;4.7;5.1;10.0;8.9;10.0;Passif;Oui;Famille;Non inscrit;Britannique
SAT-002607;VOL-030489;AF1176;2024-05-29;CDG → BCN;Court-courrier;Premium Éco;8.5;10.0;8.0;3.5;8.3;8.8;10.0;Passif;Non;Loisirs;Non inscrit;Autre
SAT-002608;VOL-021265;AF1209;2023-12-24;CDG → IST;Moyen-courrier;Business;8.4;8.6;6.6;7.9;9.5;8.8;9.1;Passif;Oui;Loisirs;Non inscrit;Française
SAT-002609;VOL-022877;AF1176;2024-01-22;CDG → BCN;Court-courrier;Économique;7.4;7.7;4.3;4.8;9.4;10.0;8.9;Passif;Peut-être;Famille;Explorer;Brésilienne
SAT-002610;VOL-028059;AF7626;2024-04-19;CDG → NTE;Court-courrier;Premium Éco;7.9;10.0;8.6;6.3;9.0;4.9;6.7;Passif;Non;Affaires;Gold;Allemande
SAT-002611;VOL-042514;AF7618;2024-12-21;CDG → NCE;Court-courrier;Business;7.6;5.9;5.4;6.6;8.9;9.5;6.7;Passif;Oui;Famille;Explorer;Française
SAT-002612;VOL-003184;AF0301;2023-02-22;CDG → ICN;Long-courrier;Économique;7.0;6.2;5.0;6.3;6.6;9.8;7.8;Passif;Peut-être;Affaires;Non inscrit;Américaine
SAT-002613;VOL-046771;AF0314;2025-03-04;CDG → DEL;Long-courrier;Économique;8.4;5.9;8.4;7.0;8.9;9.1;8.4;Passif;Oui;Affaires;Explorer;Autre
SAT-002614;VOL-028097;AF1180;2024-04-19;CDG → LIS;Court-courrier;Économique;8.8;6.2;9.0;6.8;8.1;10.0;7.3;Passif;Non;Loisirs;Non inscrit;Française
SAT-002615;VOL-011732;AF0247;2023-07-18;CDG → GRU;Long-courrier;Économique;6.3;7.1;7.8;5.1;7.7;9.5;6.6;Détracteur;Peut-être;Affaires;Non inscrit;Française
SAT-002616;VOL-038420;AF1200;2024-10-13;CDG → ARN;Court-courrier;Économique;8.0;6.7;6.5;9.8;5.9;10.0;7.4;Passif;Oui;Loisirs;Non inscrit;Japonaise
SAT-002617;VOL-043611;AF1330;2025-01-08;CDG → DOH;Moyen-courrier;Économique;7.4;6.7;8.3;7.7;8.5;8.4;5.0;Passif;Oui;Loisirs;Explorer;Américaine
SAT-002618;VOL-036316;AF1166;2024-09-06;CDG → FCO;Court-courrier;Économique;7.8;7.2;7.5;6.7;7.2;10.0;8.6;Passif;Oui;Loisirs;Non inscrit;Française
SAT-002619;VOL-003067;AF0346;2023-02-20;CDG → RUN;Long-courrier;Économique;5.8;5.0;5.8;8.0;8.1;1.7;5.6;Détracteur;Non;Loisirs;Explorer;Autre
SAT-002620;VOL-042883;AF7607;2024-12-27;CDG → LYS;Court-courrier;Économique;7.1;4.7;9.4;8.7;7.8;7.6;6.0;Passif;Oui;Affaires;Gold;Allemande
SAT-002621;VOL-041726;AF1166;2024-12-07;CDG → FCO;Court-courrier;Business;7.8;8.0;5.1;6.6;7.4;9.5;8.4;Passif;Peut-être;Famille;Platinum;Française
SAT-002622;VOL-016228;AF0341;2023-09-30;CDG → FDF;Long-courrier;Économique;7.7;10.0;7.0;7.4;7.6;9.7;6.6;Passif;Oui;Loisirs;Non inscrit;Américaine
SAT-002623;VOL-045801;AF1157;2025-02-15;CDG → AMS;Court-courrier;Économique;8.4;6.9;9.3;6.3;7.6;9.4;7.4;Passif;Peut-être;Affaires;Non inscrit;Autre
SAT-002624;VOL-039910;AF1198;2024-11-07;CDG → CPH;Court-courrier;Économique;8.0;5.3;8.0;6.2;9.4;9.3;9.2;Passif;Peut-être;Famille;Ultimate;Allemande
SAT-002625;VOL-010134;AF7132;2023-06-21;ORY → TLS;Court-courrier;Économique;6.7;7.5;5.6;8.2;8.0;9.3;3.8;Détracteur;Oui;Famille;Non inscrit;Allemande
SAT-002626;VOL-035064;AF0258;2024-08-17;CDG → EZE;Long-courrier;Business;8.0;9.9;6.7;5.8;9.1;7.6;7.3;Passif;Oui;Loisirs;Silver;Américaine
SAT-002627;VOL-050429;AF0341;2025-05-05;CDG → FDF;Long-courrier;Premium Éco;8.0;5.7;8.9;5.0;8.9;10.0;6.4;Passif;Oui;Famille;Non inscrit;Britannique
SAT-002628;VOL-007801;AF1209;2023-05-12;CDG → IST;Moyen-courrier;Économique;7.8;9.4;6.3;6.0;7.2;9.3;6.4;Passif;Oui;Solo;Explorer;Française
SAT-002629;VOL-016424;AF0304;2023-10-04;CDG → BKK;Long-courrier;Premium Éco;8.0;6.5;9.0;5.9;6.5;10.0;8.1;Passif;Oui;Loisirs;Gold;Autre
SAT-002630;VOL-030538;AF1152;2024-05-30;CDG → LHR;Court-courrier;Économique;7.0;6.2;4.1;5.5;10.0;8.8;7.5;Passif;Oui;Famille;Silver;Allemande
SAT-002631;VOL-028590;AF1192;2024-04-27;CDG → ZRH;Court-courrier;Business;8.3;7.1;10.0;9.9;9.8;9.8;4.0;Passif;Peut-être;Famille;Non inscrit;Américaine
SAT-002632;VOL-003001;AF0292;2023-02-19;CDG → PVG;Long-courrier;Business;8.4;10.0;8.8;7.5;5.5;8.8;9.2;Passif;Oui;Famille;Silver;Américaine
SAT-002633;VOL-046705;AF7600;2025-03-02;CDG → MRS;Court-courrier;Économique;8.2;7.7;7.6;10.0;7.4;10.0;6.0;Passif;Oui;Famille;Non inscrit;Américaine
SAT-002634;VOL-018049;AF1152;2023-10-31;CDG → LHR;Court-courrier;Économique;7.9;6.5;7.5;6.8;9.2;10.0;5.3;Passif;Peut-être;Solo;Silver;Chinoise
SAT-002635;VOL-004130;AF0320;2023-03-11;CDG → SIN;Long-courrier;Économique;7.7;7.1;8.2;8.8;7.2;7.9;7.7;Passif;Oui;Famille;Explorer;Allemande
SAT-002636;VOL-025782;AF1334;2024-03-10;CDG → TLV;Moyen-courrier;Économique;7.2;6.6;5.4;6.7;8.6;9.7;7.2;Passif;Oui;Affaires;Non inscrit;Autre
SAT-002637;VOL-010016;AF0211;2023-06-18;CDG → JFK;Long-courrier;Économique;8.5;6.8;10.0;10.0;6.7;10.0;8.3;Passif;Non;Loisirs;Explorer;Brésilienne
SAT-002638;VOL-050980;AF0304;2025-05-14;CDG → BKK;Long-courrier;Économique;8.0;7.5;9.0;7.8;10.0;7.9;4.5;Passif;Peut-être;Loisirs;Gold;Allemande
SAT-002639;VOL-022648;AF1182;2024-01-18;CDG → MUC;Court-courrier;Économique;8.2;6.6;8.9;5.8;9.3;8.3;9.6;Passif;Peut-être;Loisirs;Non inscrit;Britannique
SAT-002640;VOL-007621;AF0286;2023-05-09;CDG → NRT;Long-courrier;Économique;9.0;7.1;8.8;10.0;10.0;9.0;8.9;Promoteur;Oui;Solo;Non inscrit;Américaine
SAT-002641;VOL-042452;AF1334;2024-12-20;CDG → TLV;Moyen-courrier;Économique;8.5;6.1;7.5;7.2;8.3;10.0;8.7;Passif;Oui;Loisirs;Explorer;Britannique
SAT-002642;VOL-045768;AF0232;2025-02-15;CDG → MIA;Long-courrier;Économique;8.1;9.1;7.3;7.2;9.1;9.7;6.0;Passif;Peut-être;Affaires;Platinum;Française
SAT-002643;VOL-048611;AF0324;2025-04-05;CDG → DXB;Long-courrier;Économique;7.1;6.4;4.6;5.9;8.8;9.1;7.1;Passif;Peut-être;Loisirs;Non inscrit;Allemande
SAT-002644;VOL-036256;AF0314;2024-09-06;CDG → DEL;Long-courrier;Business;7.6;8.9;7.0;6.9;7.8;9.2;7.0;Passif;Oui;Affaires;Gold;Allemande
SAT-002645;VOL-038478;AF7620;2024-10-14;CDG → BOD;Court-courrier;Business;8.3;8.2;8.5;7.4;7.5;9.4;8.3;Passif;Peut-être;Affaires;Non inscrit;Allemande
SAT-002646;VOL-036542;AF7134;2024-09-11;ORY → NCE;Court-courrier;Économique;8.2;8.0;8.4;7.1;6.8;10.0;7.6;Passif;Oui;Famille;Gold;Autre
SAT-002647;VOL-027985;AF0235;2024-04-18;CDG → ATL;Long-courrier;Économique;7.9;7.9;6.3;6.0;9.2;8.7;9.2;Passif;Oui;Affaires;Non inscrit;Française
SAT-002648;VOL-004315;AF7613;2023-03-14;CDG → TLS;Court-courrier;Économique;7.8;6.4;8.5;6.0;6.7;10.0;6.3;Passif;Peut-être;Affaires;Non inscrit;Américaine
SAT-002649;VOL-047385;AF1157;2025-03-14;CDG → AMS;Court-courrier;Économique;6.7;7.6;6.4;5.0;10.0;8.6;4.4;Détracteur;Peut-être;Loisirs;Non inscrit;Allemande
SAT-002650;VOL-034824;AF7128;2024-08-13;ORY → MRS;Court-courrier;Premium Éco;8.6;10.0;7.4;7.4;9.6;9.3;7.5;Passif;Peut-être;Famille;Non inscrit;Française
SAT-002651;VOL-016780;AF0216;2023-10-10;CDG → LAX;Long-courrier;Économique;6.5;5.6;4.3;7.0;8.0;9.5;7.7;Détracteur;Oui;Famille;Non inscrit;Française
SAT-002652;VOL-009620;AF7620;2023-06-12;CDG → BOD;Court-courrier;Économique;6.4;5.7;7.1;5.3;8.4;3.9;7.0;Détracteur;Peut-être;Loisirs;Non inscrit;Américaine
SAT-002653;VOL-029198;AF1209;2024-05-07;CDG → IST;Moyen-courrier;Économique;7.6;5.3;7.1;10.0;6.4;7.9;7.9;Passif;Non;Loisirs;Non inscrit;Autre
SAT-002654;VOL-030047;AF0211;2024-05-21;CDG → JFK;Long-courrier;Économique;7.9;9.9;8.2;5.4;7.2;10.0;8.6;Passif;Oui;Loisirs;Platinum;Française
SAT-002655;VOL-046363;AF1278;2025-02-25;CDG → ABJ;Moyen-courrier;Économique;6.8;7.7;4.2;8.2;6.7;8.7;7.3;Détracteur;Peut-être;Solo;Explorer;Britannique
SAT-002656;VOL-044981;AF0314;2025-02-01;CDG → DEL;Long-courrier;Économique;7.7;8.9;8.6;5.0;7.5;9.2;8.1;Passif;Oui;Solo;Non inscrit;Autre
SAT-002657;VOL-003850;AF7607;2023-03-06;CDG → LYS;Court-courrier;Économique;7.4;6.3;7.6;6.3;8.1;8.9;7.9;Passif;Oui;Loisirs;Non inscrit;Américaine
SAT-002658;VOL-012257;AF7600;2023-07-26;CDG → MRS;Court-courrier;Économique;5.9;6.6;7.2;9.3;6.4;1.0;6.7;Détracteur;Oui;Affaires;Explorer;Française
SAT-002659;VOL-040836;AF1198;2024-11-22;CDG → CPH;Court-courrier;Économique;7.7;6.3;6.5;8.2;8.6;9.7;9.3;Passif;Oui;Affaires;Silver;Allemande
SAT-002660;VOL-019512;AF7607;2023-11-25;CDG → LYS;Court-courrier;Économique;8.0;8.0;4.5;4.5;9.7;8.5;9.5;Passif;Peut-être;Famille;Non inscrit;Française
SAT-002661;VOL-041588;AF1200;2024-12-05;CDG → ARN;Court-courrier;Économique;7.6;5.9;9.9;5.9;7.0;10.0;7.4;Passif;Oui;Famille;Silver;Américaine
SAT-002662;VOL-045963;AF7607;2025-02-18;CDG → LYS;Court-courrier;Économique;6.9;7.1;6.7;4.9;9.2;8.6;5.7;Détracteur;Oui;Loisirs;Explorer;Allemande
SAT-002663;VOL-003419;AF7618;2023-02-26;CDG → NCE;Court-courrier;Économique;7.7;5.3;6.5;8.6;8.8;8.5;5.8;Passif;Peut-être;Affaires;Explorer;Française
SAT-002664;VOL-013058;AF0211;2023-08-09;CDG → JFK;Long-courrier;Économique;8.0;7.2;5.6;7.9;6.3;8.6;9.7;Passif;Oui;Famille;Non inscrit;Autre
SAT-002665;VOL-010132;AF7600;2023-06-21;CDG → MRS;Court-courrier;Économique;7.0;8.5;5.0;6.6;7.6;7.2;6.7;Passif;Non;Solo;Silver;Allemande
SAT-002666;VOL-021616;AF0346;2023-12-31;CDG → RUN;Long-courrier;Économique;7.6;7.5;5.1;7.1;10.0;9.4;5.8;Passif;Peut-être;Loisirs;Non inscrit;Française
SAT-002667;VOL-006939;AF7618;2023-04-28;CDG → NCE;Court-courrier;Premium Éco;8.6;6.9;6.8;7.5;10.0;9.3;7.4;Passif;Non;Famille;Silver;Brésilienne
SAT-002668;VOL-012053;AF7620;2023-07-23;CDG → BOD;Court-courrier;Économique;7.3;7.6;6.9;5.2;7.7;10.0;7.0;Passif;Peut-être;Famille;Non inscrit;Américaine
SAT-002669;VOL-034411;AF7607;2024-08-06;CDG → LYS;Court-courrier;Premium Éco;7.9;8.2;6.8;8.8;8.7;9.0;7.4;Passif;Oui;Loisirs;Non inscrit;Japonaise
SAT-002670;VOL-021232;AF7626;2023-12-24;CDG → NTE;Court-courrier;Premium Éco;7.6;7.2;6.4;7.5;7.4;9.8;8.6;Passif;Oui;Famille;Non inscrit;Française
SAT-002671;VOL-023825;AF7613;2024-02-05;CDG → TLS;Court-courrier;Économique;7.4;5.2;9.7;7.0;9.2;9.9;7.1;Passif;Oui;Loisirs;Non inscrit;Chinoise
SAT-002672;VOL-008473;AF0247;2023-05-24;CDG → GRU;Long-courrier;Économique;7.2;6.1;6.8;7.9;6.5;6.6;9.1;Passif;Oui;Affaires;Non inscrit;Française
SAT-002673;VOL-035768;AF7128;2024-08-29;ORY → MRS;Court-courrier;Économique;5.7;3.6;8.8;5.4;9.2;1.0;6.4;Détracteur;Peut-être;Loisirs;Non inscrit;Autre
SAT-002674;VOL-042539;AF0338;2024-12-21;CDG → PTP;Long-courrier;Économique;8.0;4.5;7.2;8.5;8.7;9.4;7.8;Passif;Peut-être;Loisirs;Gold;Chinoise
SAT-002675;VOL-018641;AF1166;2023-11-11;CDG → FCO;Court-courrier;Économique;7.4;9.4;3.7;4.6;8.5;9.9;6.1;Passif;Oui;Affaires;Explorer;Américaine
SAT-002676;VOL-029342;AF7620;2024-05-09;CDG → BOD;Court-courrier;Économique;7.0;6.4;8.4;8.3;8.2;2.3;7.4;Passif;Oui;Solo;Explorer;Allemande
SAT-002677;VOL-031134;AF0232;2024-06-10;CDG → MIA;Long-courrier;Premium Éco;7.7;9.8;5.1;10.0;7.7;9.0;7.6;Passif;Peut-être;Loisirs;Non inscrit;Française
SAT-002678;VOL-030567;AF1176;2024-05-31;CDG → BCN;Court-courrier;Business;8.2;7.5;8.4;7.1;7.5;9.2;8.3;Passif;Peut-être;Loisirs;Non inscrit;Française
SAT-002679;VOL-040282;AF1330;2024-11-13;CDG → DOH;Moyen-courrier;Business;7.1;6.6;5.9;6.5;7.4;9.4;6.4;Passif;Oui;Solo;Silver;Américaine
SAT-002680;VOL-026716;AF0292;2024-03-26;CDG → PVG;Long-courrier;Économique;8.2;10.0;5.8;7.6;9.5;10.0;4.6;Passif;Oui;Affaires;Non inscrit;Autre
SAT-002681;VOL-002729;AF0211;2023-02-15;CDG → JFK;Long-courrier;Business;8.0;8.9;3.5;9.7;5.8;10.0;7.0;Passif;Peut-être;Loisirs;Explorer;Américaine
SAT-002682;VOL-042412;AF0211;2024-12-19;CDG → JFK;Long-courrier;Business;8.0;7.5;10.0;6.8;7.4;8.9;7.8;Passif;Oui;Loisirs;Platinum;Japonaise
SAT-002683;VOL-001570;AF1330;2023-01-27;CDG → DOH;Moyen-courrier;Premium Éco;6.6;7.3;4.7;4.4;6.6;9.5;7.7;Détracteur;Oui;Famille;Non inscrit;Française
SAT-002684;VOL-047616;AF1209;2025-03-18;CDG → IST;Moyen-courrier;Économique;7.6;6.3;7.2;7.2;7.2;10.0;9.4;Passif;Oui;Solo;Non inscrit;Autre
SAT-002685;VOL-009324;AF0228;2023-06-07;CDG → YUL;Long-courrier;Économique;7.1;8.1;5.5;6.2;8.2;8.9;5.4;Passif;Oui;Solo;Explorer;Britannique
SAT-002686;VOL-028435;AF1187;2024-04-25;CDG → VIE;Court-courrier;Économique;8.9;8.9;9.8;9.9;8.5;10.0;9.3;Passif;Oui;Affaires;Non inscrit;Autre
SAT-002687;VOL-021154;AF0216;2023-12-23;CDG → LAX;Long-courrier;Business;6.6;6.4;6.6;5.7;9.3;9.7;6.9;Détracteur;Oui;Loisirs;Non inscrit;Allemande
SAT-002688;VOL-013676;AF1334;2023-08-19;CDG → TLV;Moyen-courrier;Économique;7.9;8.1;7.0;5.9;9.8;8.1;8.5;Passif;Peut-être;Affaires;Non inscrit;Britannique
SAT-002689;VOL-027497;AF1198;2024-04-09;CDG → CPH;Court-courrier;Économique;7.1;7.8;6.9;7.0;8.5;7.7;6.2;Passif;Oui;Solo;Non inscrit;Française
SAT-002690;VOL-033599;AF7128;2024-07-23;ORY → MRS;Court-courrier;Business;7.5;7.5;9.0;6.7;6.5;7.5;10.0;Passif;Non;Loisirs;Silver;Américaine
SAT-002691;VOL-013748;AF7134;2023-08-20;ORY → NCE;Court-courrier;Économique;7.5;8.8;7.0;2.4;8.7;8.7;9.1;Passif;Non;Loisirs;Non inscrit;Française
SAT-002692;VOL-008296;AF1192;2023-05-21;CDG → ZRH;Court-courrier;Économique;8.8;9.7;7.7;5.3;9.4;9.4;9.1;Passif;Oui;Affaires;Non inscrit;Française
SAT-002693;VOL-022723;AF1157;2024-01-19;CDG → AMS;Court-courrier;Économique;6.5;7.4;6.6;7.0;6.5;6.8;5.1;Détracteur;Peut-être;Affaires;Gold;Autre
SAT-002694;VOL-014977;AF0251;2023-09-10;CDG → GIG;Long-courrier;Économique;7.9;6.2;7.5;7.1;9.2;10.0;7.9;Passif;Peut-être;Loisirs;Non inscrit;Autre
SAT-002695;VOL-033884;AF0320;2024-07-28;CDG → SIN;Long-courrier;Économique;7.2;7.0;9.2;7.8;8.8;1.0;9.2;Passif;Non;Loisirs;Non inscrit;Allemande
SAT-002696;VOL-012385;AF0286;2023-07-28;CDG → NRT;Long-courrier;Économique;7.2;4.5;6.4;5.3;8.4;9.9;8.0;Passif;Oui;Affaires;Non inscrit;Française
SAT-002697;VOL-043850;AF7134;2025-01-11;ORY → NCE;Court-courrier;Économique;8.3;10.0;7.2;9.0;7.4;9.7;7.2;Passif;Non;Loisirs;Non inscrit;Française
SAT-002698;VOL-006936;AF1182;2023-04-28;CDG → MUC;Court-courrier;Économique;7.7;7.9;6.2;7.4;7.9;9.9;6.3;Passif;Oui;Loisirs;Non inscrit;Autre
SAT-002699;VOL-039870;AF7141;2024-11-06;ORY → BOD;Court-courrier;Premium Éco;6.6;5.1;5.9;5.1;7.5;10.0;8.9;Détracteur;Peut-être;Affaires;Explorer;Autre
SAT-002700;VOL-020744;AF0311;2023-12-15;CDG → SGN;Long-courrier;Économique;6.6;8.0;6.3;7.9;6.8;1.0;7.8;Détracteur;Oui;Loisirs;Explorer;Brésilienne
SAT-002701;VOL-050230;AF1152;2025-05-02;CDG → LHR;Court-courrier;Économique;6.3;6.7;4.1;6.5;8.7;8.6;6.3;Détracteur;Oui;Solo;Explorer;Américaine
SAT-002702;VOL-019721;AF0286;2023-11-29;CDG → NRT;Long-courrier;Business;9.1;10.0;9.5;7.7;8.6;9.7;7.0;Promoteur;Peut-être;Affaires;Non inscrit;Allemande
SAT-002703;VOL-026759;AF0235;2024-03-27;CDG → ATL;Long-courrier;Économique;7.2;7.9;7.1;5.1;9.7;8.8;6.9;Passif;Peut-être;Loisirs;Non inscrit;Britannique
SAT-002704;VOL-051529;AF7618;2025-05-23;CDG → NCE;Court-courrier;Économique;8.0;7.6;8.4;8.2;6.6;9.8;9.0;Passif;Peut-être;Loisirs;Non inscrit;Autre
SAT-002705;VOL-003493;AF1176;2023-02-28;CDG → BCN;Court-courrier;Économique;6.5;3.7;4.2;7.5;8.7;1.0;7.1;Détracteur;Oui;Famille;Explorer;Française
SAT-002706;VOL-003035;AF0216;2023-02-20;CDG → LAX;Long-courrier;Économique;7.3;7.9;3.2;8.8;7.2;6.5;10.0;Passif;Peut-être;Famille;Gold;Française
SAT-002707;VOL-033392;AF1157;2024-07-20;CDG → AMS;Court-courrier;Économique;7.6;6.3;8.8;10.0;7.5;10.0;5.3;Passif;Oui;Affaires;Silver;Britannique
SAT-002708;VOL-015217;AF0216;2023-09-14;CDG → LAX;Long-courrier;Économique;7.1;7.3;10.0;3.1;7.6;10.0;6.7;Passif;Peut-être;Famille;Non inscrit;Brésilienne
SAT-002709;VOL-046954;AF1152;2025-03-07;CDG → LHR;Court-courrier;Économique;8.0;8.6;3.3;6.9;9.2;9.3;8.7;Passif;Peut-être;Affaires;Non inscrit;Américaine
SAT-002710;VOL-021089;AF0228;2023-12-21;CDG → YUL;Long-courrier;Économique;7.7;7.7;7.9;7.3;8.4;10.0;6.8;Passif;Peut-être;Loisirs;Silver;Américaine
SAT-002711;VOL-047889;AF7620;2025-03-23;CDG → BOD;Court-courrier;Économique;7.2;5.2;6.2;5.6;8.2;9.6;7.8;Passif;Peut-être;Loisirs;Silver;Française
SAT-002712;VOL-004252;AF7620;2023-03-13;CDG → BOD;Court-courrier;Économique;6.8;7.8;6.4;5.8;6.4;9.7;5.9;Détracteur;Peut-être;Loisirs;Non inscrit;Américaine
SAT-002713;VOL-040072;AF7618;2024-11-10;CDG → NCE;Court-courrier;Business;8.0;7.2;10.0;8.9;10.0;9.1;5.7;Passif;Oui;Famille;Explorer;Française
SAT-002714;VOL-041276;AF0216;2024-11-30;CDG → LAX;Long-courrier;Business;7.2;6.8;5.2;10.0;6.8;8.5;7.5;Passif;Oui;Solo;Non inscrit;Américaine
SAT-002715;VOL-045463;AF7613;2025-02-09;CDG → TLS;Court-courrier;Économique;8.3;7.8;7.7;8.1;9.3;10.0;7.3;Passif;Oui;Affaires;Non inscrit;Française
SAT-002716;VOL-049669;AF1159;2025-04-23;CDG → FRA;Court-courrier;Économique;7.4;4.9;5.8;7.4;7.1;10.0;8.3;Passif;Oui;Solo;Silver;Française
SAT-002717;VOL-045774;AF0211;2025-02-15;CDG → JFK;Long-courrier;Économique;8.8;5.7;7.4;7.6;10.0;9.8;9.0;Passif;Oui;Famille;Explorer;Française
SAT-002718;VOL-001122;AF1159;2023-01-20;CDG → FRA;Court-courrier;Business;8.4;8.2;10.0;4.8;8.4;7.9;8.0;Passif;Oui;Famille;Non inscrit;Française
SAT-002719;VOL-033597;AF1278;2024-07-23;CDG → ABJ;Moyen-courrier;Business;6.5;6.6;6.1;6.7;5.7;9.6;5.5;Détracteur;Oui;Solo;Gold;Américaine
SAT-002720;VOL-027119;AF1267;2024-04-02;CDG → ALG;Court-courrier;Économique;7.5;5.2;8.4;4.3;9.7;8.8;10.0;Passif;Non;Loisirs;Gold;Autre
SAT-002721;VOL-029664;AF0346;2024-05-15;CDG → RUN;Long-courrier;Économique;7.4;9.3;4.4;9.8;5.1;10.0;6.4;Passif;Peut-être;Affaires;Explorer;Autre
SAT-002722;VOL-011014;AF1209;2023-07-05;CDG → IST;Moyen-courrier;Premium Éco;9.3;9.4;10.0;9.9;6.7;8.7;8.4;Promoteur;Peut-être;Affaires;Non inscrit;Américaine
SAT-002723;VOL-020453;AF1176;2023-12-10;CDG → BCN;Court-courrier;Économique;6.8;6.9;7.0;8.7;7.2;1.0;7.4;Détracteur;Oui;Loisirs;Non inscrit;Américaine
SAT-002724;VOL-032858;AF7600;2024-07-10;CDG → MRS;Court-courrier;Économique;7.1;7.1;4.0;7.0;6.5;7.4;9.4;Passif;Oui;Loisirs;Gold;Britannique
SAT-002725;VOL-005729;AF7600;2023-04-07;CDG → MRS;Court-courrier;Économique;7.2;7.7;5.8;8.1;6.2;9.3;5.3;Passif;Peut-être;Loisirs;Explorer;Américaine
SAT-002726;VOL-048113;AF0216;2025-03-27;CDG → LAX;Long-courrier;Économique;8.1;7.3;8.8;7.4;8.5;10.0;5.3;Passif;Oui;Affaires;Silver;Américaine
SAT-002727;VOL-040268;AF1182;2024-11-13;CDG → MUC;Court-courrier;Économique;7.4;5.0;6.2;5.2;9.0;10.0;10.0;Passif;Oui;Affaires;Explorer;Autre
SAT-002728;VOL-018341;AF7134;2023-11-05;ORY → NCE;Court-courrier;Premium Éco;6.8;10.0;7.6;6.8;8.3;2.8;5.9;Détracteur;Peut-être;Loisirs;Silver;Française
SAT-002729;VOL-034746;AF0311;2024-08-12;CDG → SGN;Long-courrier;Business;8.0;7.7;6.4;8.9;8.1;7.8;7.8;Passif;Oui;Solo;Non inscrit;Américaine
SAT-002730;VOL-026786;AF0284;2024-03-27;CDG → JNB;Long-courrier;Économique;5.1;6.2;8.2;5.5;6.3;1.8;5.2;Détracteur;Oui;Loisirs;Platinum;Allemande
SAT-002731;VOL-042855;AF0211;2024-12-26;CDG → JFK;Long-courrier;Business;8.2;8.4;3.8;6.4;8.4;10.0;9.1;Passif;Non;Affaires;Non inscrit;Française
SAT-002732;VOL-001097;AF0320;2023-01-19;CDG → SIN;Long-courrier;Économique;6.0;6.9;3.8;3.4;5.8;10.0;7.2;Détracteur;Oui;Solo;Platinum;Britannique
SAT-002733;VOL-046640;AF7600;2025-03-01;CDG → MRS;Court-courrier;Business;8.5;7.7;6.0;9.1;7.6;9.7;8.3;Passif;Oui;Famille;Explorer;Française
SAT-002734;VOL-003780;AF0228;2023-03-05;CDG → YUL;Long-courrier;Économique;7.5;8.3;7.3;4.9;7.7;10.0;6.1;Passif;Oui;Affaires;Non inscrit;Brésilienne
SAT-002735;VOL-003425;AF1176;2023-02-26;CDG → BCN;Court-courrier;Économique;7.5;4.5;4.1;7.1;10.0;10.0;7.9;Passif;Oui;Loisirs;Non inscrit;Autre
SAT-002736;VOL-008194;AF1187;2023-05-19;CDG → VIE;Court-courrier;Business;8.0;8.8;7.9;5.6;9.7;10.0;3.8;Passif;Peut-être;Famille;Silver;Brésilienne
SAT-002737;VOL-019395;AF7128;2023-11-23;ORY → MRS;Court-courrier;Économique;8.5;9.3;7.8;6.8;9.7;9.8;7.7;Passif;Oui;Affaires;Platinum;Autre
